| 北上资金策略要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
| 相关业务咨询个金部：盛棋、陈凯旋。企业微信扫码加入“智能投顾销售业务答疑群”了解活动通知、使用方法、操作疑问等。扫码>>> | !!! | 创收&提成 | 员工销售level2黄金版，计入60%业绩创收，提成为创收的50%。例：level2黄金版年度价格为1598元，创收为959元，业绩提成为479元。 |
| |              | 严禁向客户发送 | |

PC level2高速版

| PC level2高速版产品要素表——16大看盘功能（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 1 | 产品名称 | PC level2高速版（PC端行情类产品） |

| PC level2高速版产品要素表——16大看盘功能（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 2 | 产品简介 | 电脑看盘工具，拥有十档行情、监控资金动向等14个功能和2个智能策略，集合手机版app功能，更全更完善，提高电脑看盘效率 |

| PC level2高速版产品要素表——16大看盘功能（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 3 | 产品代码 | ZT0034 |
| 筹码掘金要素表——选股+择时利器（相关数据更新至2022.5.1） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | !!! | 创收&提成 | 员工销售筹码掘金，计入60%业绩创收，提成为创收的50%。例：筹码掘金年度价格为1888元，创收为1133元，业绩提成为566元。 |
| |              | 严禁向客户发送 | |

| 筹码掘金要素表——选股+择时利器（相关数据更新至2022.5.1） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 相关业务咨询个金部：盛棋、陈凯旋。企业微信扫码加入“智能投顾销售业务答疑群”了解活动通知、使用方法、操作疑问等。扫码>>> | !!! | 创收&提成 | 员工销售筹码掘金，计入60%业绩创收，提成为创收的50%。例：筹码掘金年度价格为1888元，创收为1133元，业绩提成为566元。 |
| |              | 严禁向客户发送 | |

北上资金策略要素表

| 北上资金策略要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 1 | 产品名称 | 北上资金策略（智能选股决策工具） |

| 北上资金策略要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 2 | 产品代码 | ZT0004 |

| 北上资金策略要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 3 | 产品类型 | 前端收费-智能决策工具-股票选股类 |
| level2黄金版产品要素表——主力资金实时监控（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 9 | 目标客户画像 | 【经常看盘】、【短线操作】 |

| level2黄金版产品要素表——主力资金实时监控（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 10 | 服务内容 | 盘中更新：急速拉升、超级大单、主力撤单、拖拉机单、涨停承压、资金博弈（个股分时幅图）、大单净额（个股分时幅图）。 |
| |              | | 盘后更新：主力追踪、资金动向。 |

| level2黄金版产品要素表——主力资金实时监控（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 11 | 服务频次 | 实时更新 |

| level2黄金版产品要素表——主力资金实时监控（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 12 | 查看方式 | 蜻蜓点金APP—自选—揭秘 |

| level2黄金版产品要素表——主力资金实时监控（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 13 | 主要收费标准 | 218元/月，588元/季度，998元/半年，1598元/年 |

| level2黄金版产品要素表——主力资金实时监控（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 14 | 产品上线时间 | 2019年 |
| 智慧研报要素表——提取研报精华，紧跟市场风口（相关数据更新至2024.6.3） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 21 | 生效时间 | 立即生效 |

| 智慧研报要素表——提取研报精华，紧跟市场风口（相关数据更新至2024.6.3） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 22 | 解约时间 | 现金首次签约，可在5个交易日内解约，后端签约可在交易时间解约。首页AI选股——智慧研报——登录资金账号——拉到最下方退订 |

| 智慧研报要素表——提取研报精华，紧跟市场风口（相关数据更新至2024.6.3） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 23 | 风险提示 | 相关信息仅供参考，不构成具体投资建议，不作为股票推荐，亦不构成对证券市场及具体证券标的走势的预判或保证。市场有风险，投资需谨慎。投资者不应将本资讯作为投资决策的唯一参考因素，亦不应以本资讯取代自己的判断。请您充分考量投资风险，及时关注相关证券关键信息，合理控制仓位，分散风险，自主、审慎、独立作出投资决策，并承担投资结果及损益。股市有风险，投资需谨慎。 |

| 智慧研报要素表——提取研报精华，紧跟市场风口（相关数据更新至2024.6.3） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | !!! | 创收&提成 | 员工销售智慧研报，计入60%业绩创收，提成为创收的50%。例：智慧研报年度价格为9888元，创收为5933元，业绩提成为2966元。 |
| |              | 严禁向客户发送 | |
| 安心投要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 6 | 产品特点 | 风格：固收+投资风格，90%为债基，10%为ETF权益类品种，稳健低波动 |
| |              | | 调仓：每个月第二个交易日调仓 |

| 安心投要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 7 | 签约理由 | （1）稳收益+风险控制：债券基金等固定收益资产通常具有较低的波动性，能够帮助投资者控制投资风险。2021年—2023年6月累计收益率超过10%，最大回撤3.03% |
| |              | | （2）策略每月第一个交易日调仓一次，换手率低，方便跟踪。 |
| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 |
|-|-|-|-|-|-|-|-|-|
| 点金投收费范围 | 是否收费 | 有 | 点金投收费范围 | 是否收费 | 每周第一个交易日 9:25 | 有 | 每周第一个交易日 9:25 | 客户适当性要求 |
| |              | |                | |                       | |                       | 稳健型、积极型、激进型，且投资品种包含权益类容户 |
| |              | |                | |                       | |                       | 注意事项: |
| |              | |                | |                       | |                       | 模型反映主力行为指标具备滞后性，投资者需要充分知晓风险，根据其他指标判断，做出合理决策。单纯参考模型指标，可能给客户带来投资风险。 |
| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 7 | 三大签约理由 | 1、2021年神奇九转15日内拐点信号成功率大于95%。九转向上信号15日内平均最高涨幅为10.5%，九转向下信号日内评价最大跌幅为7.5%。 |
| |              | | 2、择时工具，符合九转条件有拐点预期。适合震荡行情，帮助投资者提高抄底逃顶的概率。 |
| |              | | 3、反转信号择时，降低投资者追高可能性。 |

| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 8 | 产品择时理念 | 源于技术大师汤姆·狄马克的TD序列。九个连续交易日的收盘价，每一个都低于其相对应的四个交易日前的收盘价，股价有反转预期，反之亦有效。 |

| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 10 | 目标客户画像 | 【偏好中短线】，【缺乏一定的择时能力】、【爱好技术分析】 |

| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 11 | 更新频次 | 每天收盘后18点更新，信号没有未来函数。（不会出现前一日出现信号后，后续因行情波动而消失） |
| 神奇电波要素表——红绿电波择时信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 7 | 三大签约理由 | 1、监控客户自选股/持仓股信号：当客户自选股、持仓股发出红绿电波信号后，会给客户发送短信、APP推送和微信服务号推送。 |
| |              | | 2、红波关注、绿波风险，信号直观简便。每日收盘将红绿电波信号汇总，找到趋势突破机会。 |
| |              | | 3、历史回测数据显示2021年-2024年1月，净值收益率45%，最大回撤19%，超额收益率67.54%。 |

| 神奇电波要素表——红绿电波择时信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 8 | 如何正确应用 | 1、在操作前，可观察个股是否出现红波或绿波信号，再做决策，多一份参考。          |
| |              | | 2、神奇电波仅从技术某一层面进行判断交易机会，并非决策的唯一依据，还要依据行情、个股基本面综合决策。 |

| 神奇电波要素表——红绿电波择时信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 9 | 目标客户画像 | 【偏好中短线】、【缺乏一定的择时能力的投资者】 |

| 神奇电波要素表——红绿电波择时信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 10 | 服务内容 | 1、在个股日K线显示红波、绿波信号。 |
| |              | | 2、将当日出现红波、绿波信号的个股，汇总成信号池，提高决策效率。在AI选股-神奇电波页面查看。 |
